chapter	kind	path	ext	basename	prefix	in_payload	cleanup_class
9	scripts	scripts/09_dark_energy_cpl/apply_poly_unwrap_rebranch.py.bak	.bak	apply_poly_unwrap_rebranch.py.bak	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/apply_poly_unwrap_rebranch.py.bak.20251104T194759Z	.20251104T194759Z	apply_poly_unwrap_rebranch.py.bak.20251104T194759Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/apply_poly_unwrap_rebranch.py.bak.20251104T202456Z	.20251104T202456Z	apply_poly_unwrap_rebranch.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/apply_poly_unwrap_rebranch.py.bak.20251104T202752Z	.20251104T202752Z	apply_poly_unwrap_rebranch.py.bak.20251104T202752Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/apply_poly_unwrap_rebranch.py.bak.20251104T203914Z	.20251104T203914Z	apply_poly_unwrap_rebranch.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/apply_poly_unwrap_rebranch.py.bak.20251104T204319Z	.20251104T204319Z	apply_poly_unwrap_rebranch.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/apply_poly_unwrap_rebranch.py.bak_20251031T182357Z	.bak_20251031T182357Z	apply_poly_unwrap_rebranch.py.bak_20251031T182357Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/apply_poly_unwrap_rebranch.py.bak_20251031T204500Z	.bak_20251031T204500Z	apply_poly_unwrap_rebranch.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/apply_poly_unwrap_rebranch.py.bak_20251031T204856Z	.bak_20251031T204856Z	apply_poly_unwrap_rebranch.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/check_p95_methods.py.bak.20251104T204319Z	.20251104T204319Z	check_p95_methods.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/check_p95_methods.py.bak_20251031T182357Z	.bak_20251031T182357Z	check_p95_methods.py.bak_20251031T182357Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/check_p95_methods.py.bak_20251031T204500Z	.bak_20251031T204500Z	check_p95_methods.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/check_p95_methods.py.bak_20251031T204856Z	.bak_20251031T204856Z	check_p95_methods.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/extract_phenom_phase.py.bak.20251104T202139Z	.20251104T202139Z	extract_phenom_phase.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/extract_phenom_phase.py.bak.20251104T202456Z	.20251104T202456Z	extract_phenom_phase.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/extract_phenom_phase.py.bak.20251104T203914Z	.20251104T203914Z	extract_phenom_phase.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/extract_phenom_phase.py.bak.20251104T204319Z	.20251104T204319Z	extract_phenom_phase.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/extract_phenom_phase.py.bak_20251031T182357Z	.bak_20251031T182357Z	extract_phenom_phase.py.bak_20251031T182357Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/extract_phenom_phase.py.bak_20251031T204500Z	.bak_20251031T204500Z	extract_phenom_phase.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/extract_phenom_phase.py.bak_20251031T204856Z	.bak_20251031T204856Z	extract_phenom_phase.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/fetch_gwtc3_confident.py.bak.20251104T194759Z	.20251104T194759Z	fetch_gwtc3_confident.py.bak.20251104T194759Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/fetch_gwtc3_confident.py.bak.20251104T202456Z	.20251104T202456Z	fetch_gwtc3_confident.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/fetch_gwtc3_confident.py.bak.20251104T202752Z	.20251104T202752Z	fetch_gwtc3_confident.py.bak.20251104T202752Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/fetch_gwtc3_confident.py.bak.20251104T203914Z	.20251104T203914Z	fetch_gwtc3_confident.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/fetch_gwtc3_confident.py.bak.20251104T204319Z	.20251104T204319Z	fetch_gwtc3_confident.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/fetch_gwtc3_confident.py.bak_20251031T182357Z	.bak_20251031T182357Z	fetch_gwtc3_confident.py.bak_20251031T182357Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/fetch_gwtc3_confident.py.bak_20251031T204500Z	.bak_20251031T204500Z	fetch_gwtc3_confident.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/fetch_gwtc3_confident.py.bak_20251031T204856Z	.bak_20251031T204856Z	fetch_gwtc3_confident.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/flag_jalons.py.bak	.bak	flag_jalons.py.bak	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/flag_jalons.py.bak.20251104T202139Z	.20251104T202139Z	flag_jalons.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/flag_jalons.py.bak.20251104T202456Z	.20251104T202456Z	flag_jalons.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/flag_jalons.py.bak.20251104T203914Z	.20251104T203914Z	flag_jalons.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/flag_jalons.py.bak_20251031T182357Z	.bak_20251031T182357Z	flag_jalons.py.bak_20251031T182357Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/flag_jalons.py.bak_20251031T204500Z	.bak_20251031T204500Z	flag_jalons.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/flag_jalons.py.bak_20251031T204856Z	.bak_20251031T204856Z	flag_jalons.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_data_chapter09.py.bak.20251104T194759Z	.20251104T194759Z	generate_data_chapter09.py.bak.20251104T194759Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_data_chapter09.py.bak.20251104T202456Z	.20251104T202456Z	generate_data_chapter09.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_data_chapter09.py.bak.20251104T202752Z	.20251104T202752Z	generate_data_chapter09.py.bak.20251104T202752Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_data_chapter09.py.bak.20251104T203914Z	.20251104T203914Z	generate_data_chapter09.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_data_chapter09.py.bak.20251104T204319Z	.20251104T204319Z	generate_data_chapter09.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_data_chapter09.py.bak_20251031T182357Z	.bak_20251031T182357Z	generate_data_chapter09.py.bak_20251031T182357Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_data_chapter09.py.bak_20251031T204500Z	.bak_20251031T204500Z	generate_data_chapter09.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_data_chapter09.py.bak_20251031T204856Z	.bak_20251031T204856Z	generate_data_chapter09.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_mcgt_raw_phase.py.bak.20251104T204319Z	.20251104T204319Z	generate_mcgt_raw_phase.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_mcgt_raw_phase.py.bak.20251104T205140Z	.20251104T205140Z	generate_mcgt_raw_phase.py.bak.20251104T205140Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_mcgt_raw_phase.py.bak.20251104T205352Z	.20251104T205352Z	generate_mcgt_raw_phase.py.bak.20251104T205352Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_mcgt_raw_phase.py.bak.20251104T205837Z	.20251104T205837Z	generate_mcgt_raw_phase.py.bak.20251104T205837Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_mcgt_raw_phase.py.bak.20251104T210206Z	.20251104T210206Z	generate_mcgt_raw_phase.py.bak.20251104T210206Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_mcgt_raw_phase.py.bak_20251031T182357Z	.bak_20251031T182357Z	generate_mcgt_raw_phase.py.bak_20251031T182357Z	scripts	False	BACKUP_OR_RESCUE
9	scripts	scripts/09_dark_energy_cpl/generate_mcgt_raw_phase.py.bak_20251031T204500Z	.bak_20251031T204500Z	generate_mcgt_raw_phase.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE
